,cut_number,y,x
817,3,1895,2693
818,3,1895,2694
819,3,1895,2695
820,3,1895,2696
821,3,1895,2697
822,3,1895,2698
823,3,1895,2699
824,3,1896,2686
825,3,1896,2687
826,3,1896,2688
827,3,1896,2689
828,3,1896,2690
829,3,1896,2691
830,3,1896,2692
831,3,1896,2693
832,3,1896,2694
833,3,1896,2695
834,3,1896,2696
835,3,1896,2697
836,3,1897,2686
837,3,1897,2687
838,3,1897,2688
839,3,1897,2689
840,3,1897,2690
841,3,1897,2691
842,3,1897,2692
843,3,1897,2693
844,3,1897,2694
845,3,1897,2695
846,3,1897,2696
847,3,1897,2697
848,4,1482,3246
849,4,1482,3247
850,4,1482,3248
851,4,1482,3249
852,4,1482,3250
853,4,1482,3251
854,4,1482,3252
855,4,1482,3253
856,4,1483,3246
857,4,1483,3247
858,4,1483,3248
859,4,1483,3249
860,4,1483,3250
861,4,1483,3251
862,4,1483,3252
863,4,1483,3253
864,4,1484,3246
865,4,1484,3247
866,4,1484,3248
867,4,1484,3249
868,4,1484,3250
869,4,1484,3251
870,4,1484,3252
871,4,1484,3253
872,4,1484,3254
873,4,1484,3255
874,4,1485,3246
875,4,1485,3247
876,4,1485,3248
877,4,1485,3249
878,4,1485,3250
879,4,1485,3251
880,4,1485,3252
881,4,1485,3253
882,4,1485,3254
883,4,1485,3255
884,4,1486,3246
885,4,1486,3247
886,4,1486,3248
887,4,1486,3249
888,4,1486,3250
889,4,1486,3251
890,4,1486,3252
891,4,1486,3253
892,4,1486,3254
893,4,1486,3255
894,4,1486,3256
895,4,1486,3257
896,4,1487,3246
897,4,1487,3247
898,4,1487,3248
899,4,1487,3249
900,4,1487,3250
901,4,1487,3251
902,4,1487,3252
903,4,1487,3253
904,4,1487,3254
905,4,1487,3255
906,4,1487,3256
907,4,1487,3257
908,4,1488,3246
909,4,1488,3247
910,4,1488,3248
911,4,1488,3249
912,4,1488,3250
913,4,1488,3251
914,4,1488,3252
915,4,1488,3253
916,4,1488,3254
917,4,1488,3255
918,4,1488,3256
919,4,1488,3257
920,4,1489,3246
921,4,1489,3247
922,4,1489,3248
923,4,1489,3249
924,4,1489,3250
925,4,1489,3251
926,4,1489,3252
927,4,1489,3253
928,4,1489,3254
929,4,1489,3255
930,4,1489,3256
931,4,1489,3257
932,4,1490,3246
933,4,1490,3247
934,4,1490,3248
935,4,1490,3249
936,4,1490,3250
937,4,1490,3251
938,4,1490,3252
939,4,1490,3253
940,4,1490,3254
941,4,1490,3255
